model,GT_percent,GPT-5.1_percent,Gemini_percent,Deepseek_percent,GPT-5.1_over_GT,Gemini_over_GT,Deepseek_over_GT
lobsdice,0.011960292,0,0,0,0,0,0
lntuning,0.011960292,0,0,0,0,0,0
lnpp,0.011960292,0,0,0,0,0,0
lnpe,0.011960292,0,0,0,0,0,0
lmh,0.011960292,0,0,0,0,0,0
lmdrive,0.011960292,0,0,0,0,0,0
lm4optra,0.011960292,0,0.02985966,0,0,2.496566139,0
llrpipeline,0.011960292,0,0,0,0,0,0
llmvariant,0.011960292,0,0,0,0,0,0
llmtrsr,0.011960292,0,0,0,0,0,0
camembertav2,0.011960292,0,0,0,0,0,0
camel,0.011960292,0,0,0,0,0,0
calmdistill,0.011960292,0,0,0,0,0,0
lookm,0.011960292,0,0,0,0,0,0
longva7bdpo,0.011960292,0,0,0,0,0,0
longformer,0.011960292,0.152207002,0,0.039541321,12.7260274,0,3.306049822
longcontextqformer,0.011960292,0,0,0,0,0,0
lola,0.011960292,0,0,0,0,0,0
logram,0.011960292,0,0,0,0,0,0
logcluster,0.011960292,0,0,0,0,0,0
tinyllama1t,0.011960292,0,0,0,0,0,0
tinybert,0.011960292,0,0.02985966,0.079082641,0,2.496566139,6.612099644
timevlm,0.011960292,0,0,0,0,0,0
aimeteorologist,0.011960292,0,0,0,0,0,0
aidiscriminator,0.011960292,0,0,0,0,0,0
aiassistant,0.011960292,0,0,0,0,0,0
aia,0.011960292,0,0,0,0,0,0
ahamming,0.011960292,0,0,0,0,0,0
agglomerative,0.011960292,0,0,0,0,0,0
agentverse,0.011960292,0,0.02985966,0,0,2.496566139,0
agentpoirot,0.011960292,0,0,0,0,0,0
loratinyllama,0.011960292,0,0,0,0,0,0
loramoe,0.011960292,0,0,0,0,0,0
looptool8b,0.011960292,0,0,0,0,0,0
loopedonly,0.011960292,0,0,0,0,0,0
loom,0.011960292,0,0,0,0,0,0
cast,0.011960292,0,0,0,0,0,0
caserag,0.011960292,0,0,0,0,0,0
caser,0.011960292,0,0,0,0,0,0
cascadexml,0.011960292,0,0,0,0,0,0
cartesianbert,0.011960292,0,0,0,0,0,0
carpetfuzz,0.011960292,0,0,0,0,0,0
care,0.011960292,0,0,0,0,0,0
cann,0.011960292,0,0.02985966,0,0,2.496566139,0
luminadimoo,0.011960292,0,0,0,0,0,0
luga,0.011960292,0,0,0,0,0,0
ltds,0.011960292,0,0,0,0,0,0
ltaa,0.011960292,0,0,0,0,0,0
lstnone,0.011960292,0,0,0,0,0,0
lssl,0.011960292,0,0,0,0,0,0
lsi,0.011960292,0,0,0,0,0,0
lsat,0.011960292,0,0,0,0,0,0
lpn,0.011960292,0,0,0,0,0,0
lpkt,0.011960292,0,0,0,0,0,0
lota,0.011960292,0,0,0,0,0,0
losnewmcq,0.011960292,0,0,0,0,0,0
mainrag,0.011960292,0,0,0,0,0,0
magnitudepruning,0.011960292,0,0,0,0,0,0
magistral2506thinking,0.011960292,0,0,0,0,0,0
magistral,0.011960292,0,0,0,0,0,0
magicoder7b,0.011960292,0,0,0,0,0,0
magbert,0.011960292,0,0,0,0,0,0
mae,0.011960292,0,0,0,0,0,0
made,0.011960292,0,0,0,0,0,0
mad,0.011960292,0,0,0,0,0,0
maceoff24,0.011960292,0,0,0,0,0,0
macempa0,0.011960292,0,0,0,0,0,0
m3t,0.011960292,0,0,0,0,0,0
m3llm8b,0.011960292,0,0,0,0,0,0
m3id,0.011960292,0,0,0,0,0,0
m3drefclip,0.011960292,0,0,0,0,0,0
m3docrag,0.011960292,0,0,0,0,0,0
marengo27,0.011960292,0,0,0,0,0,0
maprpe,0.011960292,0,0,0,0,0,0
mappo,0.011960292,0.0304414,0.02985966,0.039541321,2.545205479,2.496566139,3.306049822
mapcoder,0.011960292,0,0,0,0,0,0
manu,0.011960292,0,0,0,0,0,0
mammoth28bplus,0.011960292,0,0,0,0,0,0
mamba28b,0.011960292,0,0,0,0,0,0
mamba14b,0.011960292,0,0,0,0,0,0
mamba130m,0.011960292,0,0,0,0,0,0
malrag,0.011960292,0,0,0,0,0,0
malmen,0.011960292,0,0,0,0,0,0
majoritybaseline,0.011960292,0,0,0,0,0,0
majority5,0.011960292,0,0,0,0,0,0
mathchat,0.011960292,0,0,0,0,0,0
mathawarebert,0.011960292,0,0,0,0,0,0
masrouter,0.011960292,0,0,0,0,0,0
maskedirl,0.011960292,0,0,0,0,0,0
mart,0.011960292,0,0,0,0,0,0
marktune,0.011960292,0,0,0,0,0,0
markowitzmodel,0.011960292,0,0,0,0,0,0
markovchain,0.011960292,0,0,0,0,0,0
marian,0.011960292,0,0,0.039541321,0,0,3.306049822
agentodrl,0.011960292,0,0,0,0,0,0
agentless,0.011960292,0,0,0,0,0,0
agentgamma,0.011960292,0,0,0,0,0,0
agentbeta,0.011960292,0,0,0,0,0,0
agentasagraph,0.011960292,0,0,0,0,0,0
timeaudio,0.011960292,0,0,0,0,0,0
timeagent,0.011960292,0,0,0,0,0,0
tim,0.011960292,0,0,0,0,0,0
tiesmerging,0.011960292,0,0,0,0,0,0
ties,0.011960292,0,0,0,0,0,0
tide,0.011960292,0,0,0,0,0,0
thorstenvoice,0.011960292,0,0,0,0,0,0
thlm,0.011960292,0,0,0,0,0,0
mctsahd,0.011960292,0,0,0,0,0,0
mcr,0.011960292,0,0,0,0,0,0
mcpzero,0.011960292,0,0,0,0,0,0
mcmoe,0.011960292,0,0,0,0,0,0
mccg,0.011960292,0,0,0,0,0,0
mbfl,0.011960292,0,0,0,0,0,0
mbert,0.011960292,0.213089802,0.149298298,0.316330565,17.81643836,12.4828307,26.44839858
maxlogit,0.011960292,0,0,0,0,0,0
mathverify,0.011960292,0,0,0,0,0,0
mathshepherdmistral7bprm,0.011960292,0,0,0,0,0,0
mathoctopusparallel7b,0.011960292,0,0,0,0,0,0
mathoctopusmapo7b,0.011960292,0,0,0,0,0,0
med42v28b,0.011960292,0,0,0,0,0,0
med42v270b,0.011960292,0,0,0,0,0,0
mechat,0.011960292,0,0,0,0,0,0
measurementlayouts,0.011960292,0,0,0,0,0,0
meandifference,0.011960292,0,0,0,0,0,0
mdsimulation,0.011960292,0,0,0,0,0,0
mdmretarget,0.011960292,0,0,0,0,0,0
mdmo,0.011960292,0,0,0,0,0,0
mdlt,0.011960292,0,0,0,0,0,0
tga,0.011960292,0,0,0,0,0,0
tfegnn,0.011960292,0,0,0,0,0,0
textrank,0.011960292,0,0,0,0,0,0
textgrad,0.011960292,0,0,0,0,0,0
textevaluator,0.011960292,0,0,0,0,0,0
textembedding3,0.011960292,0,0.02985966,0,0,2.496566139,0
textembedding005,0.011960292,0,0,0,0,0,0
textdavinci003,0.011960292,0,0,0,0,0,0
textchemt5,0.011960292,0,0,0,0,0,0
terminus,0.011960292,0,0,0,0,0,0
tensorrt,0.011960292,0,0,0,0,0,0
tensornetwork,0.011960292,0,0,0,0,0,0
tensor2tensor,0.011960292,0,0,0,0,0,0
medr1diagnosis,0.011960292,0,0,0,0,0,0
medllama8b,0.011960292,0,0,0,0,0,0
medllama,0.011960292,0,0,0,0,0,0
meditron70b,0.011960292,0,0,0,0,0,0
mediphi,0.011960292,0,0,0,0,0,0
medicalnet,0.011960292,0,0,0,0,0,0
medgemma4bpt,0.011960292,0,0,0,0,0,0
medgemma,0.011960292,0,0,0,0,0,0
medflamingo,0.011960292,0.091324201,0.089578979,0.039541321,7.635616438,7.489698417,3.306049822
memorybank,0.011960292,0,0,0,0,0,0
memochat,0.011960292,0,0,0,0,0,0
memit,0.011960292,0,0,0,0,0,0
membank,0.011960292,0,0,0,0,0,0
memagent7b,0.011960292,0,0,0,0,0,0
mello,0.011960292,0,0,0,0,0,0
mellm,0.011960292,0,0,0,0,0,0
megatronlm,0.011960292,0,0,0,0,0,0
medvlmr1,0.011960292,0,0,0,0,0,0
medvlm,0.011960292,0,0,0,0,0,0
medvisionllama,0.011960292,0,0,0,0,0,0
medvint,0.011960292,0,0,0,0,0,0
medvcd,0.011960292,0,0,0,0,0,0
temporalsmoothing,0.011960292,0,0,0,0,0,0
tempmotacillacinerea0308,0.011960292,0,0,0,0,0,0
teachclip,0.011960292,0,0,0,0,0,0
te81,0.011960292,0,0,0,0,0,0
tdgia,0.011960292,0,0,0,0,0,0
tcn,0.011960292,0,0,0,0,0,0
tclmap,0.011960292,0,0,0,0,0,0
tcl4kt,0.011960292,0,0,0,0,0,0
tcd,0.011960292,0,0,0,0,0,0
tcctnet,0.011960292,0,0,0,0,0,0
taylormlp,0.011960292,0,0,0,0,0,0
tasa,0.011960292,0,0,0,0,0,0
tapex,0.011960292,0,0,0,0,0,0
bruteforce,0.011960292,0,0,0,0,0,0
bq,0.011960292,0,0,0,0,0,0
bprmf,0.011960292,0.0304414,0,0,2.545205479,0,0
metallama3,0.011960292,0,0,0,0,0,0
metaeol,0.011960292,0,0,0,0,0,0
metadefense,0.011960292,0,0,0,0,0,0
mergebarrierffn,0.011960292,0,0,0,0,0,0
mergebarrieratt,0.011960292,0,0,0,0,0,0
mergebarrier,0.011960292,0,0,0,0,0,0
mercurycodersmall,0.011960292,0,0,0,0,0,0
mentornet,0.011960292,0,0,0,0,0,0
mentalwellness,0.011960292,0,0,0,0,0,0
mentalllama2,0.011960292,0,0,0,0,0,0
memos,0.011960292,0,0,0,0,0,0
metasecalign,0.011960292,0,0,0,0,0,0
metaphorroberta,0.011960292,0,0,0,0,0,0
metamathoctopusmapo7b,0.011960292,0,0,0,0,0,0
metamathoctopus7b,0.011960292,0,0,0,0,0,0
calm2,0.011960292,0,0,0,0,0,0
calm,0.011960292,0,0,0,0,0,0
cahl,0.011960292,0,0,0,0,0,0
cade,0.011960292,0,0,0,0,0,0
cabnet,0.011960292,0,0,0,0,0,0
c3a,0.011960292,0,0,0,0,0,0
c2dsr,0.011960292,0,0,0,0,0,0
c2dlm,0.011960292,0,0,0,0,0,0
mindmap,0.011960292,0,0,0,0,0,0
mind,0.011960292,0,0,0,0,0,0
mimovl7b,0.011960292,0,0,0,0,0,0
mimo7b,0.011960292,0,0,0,0,0,0
milvit,0.011960292,0,0,0,0,0,0
milp,0.011960292,0,0,0,0,0,0
midpoint,0.011960292,0,0,0,0,0,0
midlevelconcat,0.011960292,0,0,0,0,0,0
midjourney,0.011960292,0,0,0,0,0,0
microsoftcopilot,0.011960292,0,0,0,0,0,0
micn,0.011960292,0,0,0,0,0,0
mhem,0.011960292,0,0,0,0,0,0
mha,0.011960292,0,0,0,0,0,0
mfcbaseline,0.011960292,0,0,0,0,0,0
metr,0.011960292,0,0,0,0,0,0
metawit,0.011960292,0,0,0,0,0,0
bloom7b,0.011960292,0.0304414,0,0,2.545205479,0,0
minimaxtext01,0.011960292,0,0,0,0,0,0
minilml3,0.011960292,0,0,0,0,0,0
minilml12,0.011960292,0,0,0,0,0,0
minigptv2,0.011960292,0,0,0,0,0,0
minigptmed,0.011960292,0,0,0,0,0,0
minigpt4,0.011960292,0.182648402,0.149298298,0.039541321,15.27123288,12.4828307,3.306049822
minicpmv,0.011960292,0,0,0,0,0,0
minicpmo,0.011960292,0,0,0,0,0,0
minicpm,0.011960292,0,0,0,0,0,0
mingliteomni15,0.011960292,0,0,0,0,0,0
minerva7b,0.011960292,0,0,0,0,0,0
miprov2,0.011960292,0,0,0,0,0,0
minitron,0.011960292,0,0,0,0,0,0
minisweagent,0.011960292,0,0,0,0,0,0
bpr,0.011960292,0,0,0,0,0,0
boss,0.011960292,0,0,0,0,0,0
bone,0.011960292,0,0,0,0,0,0
bolt,0.011960292,0,0,0,0,0,0
bolaco,0.011960292,0,0,0,0,0,0
boft,0.011960292,0,0,0,0,0,0
boda,0.011960292,0,0,0,0,0,0
bod,0.011960292,0,0,0,0,0,0
bma,0.011960292,0,0,0,0,0,0
tapaslarge,0.011960292,0,0,0,0,0,0
tapas,0.011960292,0.0304414,0.059719319,0,2.545205479,4.993132278,0
tap,0.011960292,0,0,0,0,0,0
tamo,0.011960292,0,0,0,0,0,0
taiyi2,0.011960292,0,0,0,0,0,0
tachyhealth,0.011960292,0,0,0,0,0,0
tabusearch,0.011960292,0,0,0,0,0,0
tablellm,0.011960292,0,0,0,0,0,0
tablegpt2,0.011960292,0,0,0,0,0,0
t5xxl,0.011960292,0.304414003,0,0,25.45205479,0,0
mistralnemo2407,0.011960292,0,0,0,0,0,0
mistralmedium31,0.011960292,0,0,0,0,0,0
mistralmedium3,0.011960292,0,0,0,0,0,0
mistrallarge2411,0.011960292,0,0,0,0,0,0
mistrallarge2,0.011960292,0,0,0,0,0,0
mistral7bsftbeta,0.011960292,0,0,0,0,0,0
mistral7binstv03,0.011960292,0,0,0,0,0,0
mistral7binstr,0.011960292,0,0,0,0,0,0
mistral7binst,0.011960292,0,0,0,0,0,0
mistral3224binstruct,0.011960292,0,0,0,0,0,0
mistral31,0.011960292,0,0,0,0,0,0
mistral12b,0.011960292,0,0,0,0,0,0
blip227b,0.011960292,0,0,0,0,0,0
blink,0.011960292,0.0304414,0.02985966,0.039541321,2.545205479,2.496566139,3.306049822
blenderinterface,0.011960292,0,0,0,0,0,0
mixstyle,0.011960292,0,0,0,0,0,0
mistralv3,0.011960292,0,0,0,0,0,0
mistralsmallinstruct2409,0.011960292,0,0,0,0,0,0
mistralsmall3224binst,0.011960292,0,0,0,0,0,0
mistralsmall3124b2503,0.011960292,0,0,0,0,0,0
mistralsmall31,0.011960292,0,0,0,0,0,0
mistralsmall3,0.011960292,0,0,0,0,0,0
mistralsaba,0.011960292,0,0,0,0,0,0
mistralnemominitron8binstruct,0.011960292,0,0,0,0,0,0
mistralnemoinstruct2407,0.011960292,0,0,0,0,0,0
mixturemodel,0.011960292,0,0,0,0,0,0
mixtralbx22b,0.011960292,0,0,0,0,0,0
mixtral822b,0.011960292,0,0,0,0,0,0
bloom,0.011960292,0.0304414,0.119438638,0.276789245,2.545205479,9.986264557,23.14234875
blms,0.011960292,0,0,0,0,0,0
blipvqal,0.011960292,0,0,0,0,0,0
blipvqab,0.011960292,0,0,0,0,0,0
blipvqa,0.011960292,0,0,0,0,0,0
blipcaptl,0.011960292,0,0,0,0,0,0
blipcaptb,0.011960292,0,0,0,0,0,0
blip267b,0.011960292,0,0,0,0,0,0
t5transformer,0.011960292,0,0.02985966,0,0,2.496566139,0
t5small,0.011960292,0,0,0.118623962,0,0,9.918149466
alandmark,0.011960292,0,0,0,0,0,0
aks,0.011960292,0,0,0,0,0,0
aizynthfinder,0.011960292,0,0,0,0,0,0
ait,0.011960292,0,0,0,0,0,0
airoboros70b,0.011960292,0,0,0,0,0,0
airnet,0.011960292,0,0,0,0,0,0
aionopediaqwen3,0.011960292,0,0,0,0,0,0
aionopediagemma3,0.011960292,0,0,0,0,0,0
mmadamixcot,0.011960292,0,0,0,0,0,0
mmada,0.011960292,0,0,0,0,0,0
mlpprobe,0.011960292,0,0,0,0,0,0
mlphead,0.011960292,0,0,0,0,0,0
mllmprotector,0.011960292,0,0,0,0,0,0
mllmmsr,0.011960292,0,0,0,0,0,0
mlgeafterneck,0.011960292,0,0,0,0,0,0
mixup,0.011960292,0,0,0,0,0,0
aionopediagalactica13b,0.011960292,0,0,0,0,0,0
aionopediagalactica125m,0.011960292,0,0,0,0,0,0
aimmerging,0.011960292,0,0,0,0,0,0
t5chem,0.011960292,0,0,0,0,0,0
t5base,0.011960292,0.091324201,0.089578979,0.079082641,7.635616438,7.489698417,6.612099644
synthid,0.011960292,0,0,0,0,0,0
syncrec,0.011960292,0,0,0,0,0,0
switchtransformer,0.011960292,0.060882801,0.059719319,0.237247924,5.090410959,4.993132278,19.83629893
swintransformer,0.011960292,0.060882801,0,0,5.090410959,0,0
sweswiss,0.011960292,0,0,0,0,0,0
sweagentlm32b,0.011960292,0,0,0,0,0,0
sweagent,0.011960292,0,0,0,0,0,0
swarmframework,0.011960292,0,0,0,0,0,0
mockllm,0.011960292,0,0,0,0,0,0
moca,0.011960292,0,0,0,0,0,0
moc28,0.011960292,0,0,0,0,0,0
moc,0.011960292,0,0,0,0,0,0
mobilevlm,0.011960292,0,0.059719319,0,0,4.993132278,0
mobilesam,0.011960292,0,0,0,0,0,0
mobilenet,0.011960292,0,0,0,0,0,0
mobilellmr1950m,0.011960292,0,0,0,0,0,0
moa,0.011960292,0,0,0,0,0,0
mmembed,0.011960292,0,0,0,0,0,0
mmedlm70b,0.011960292,0,0,0,0,0,0
mmadaparallel,0.011960292,0,0,0,0,0,0
molinstructions,0.011960292,0,0,0,0,0,0
molinst,0.011960292,0,0,0,0,0,0
molformerxl,0.011960292,0,0,0,0,0,0
molformer,0.011960292,0,0,0,0,0,0
moleculestm,0.011960292,0,0,0,0,0,0
moleculartransformer,0.011960292,0,0,0,0,0,0
molclr,0.011960292,0,0,0,0,0,0
molca,0.011960292,0,0,0,0,0,0
mogic,0.011960292,0,0,0,0,0,0
moge,0.011960292,0,0,0,0,0,0
mofa,0.011960292,0,0,0,0,0,0
modpo,0.011960292,0,0,0,0,0,0
modes,0.011960292,0,0,0,0,0,0
modernbert,0.011960292,0,0,0,0,0,0
modelstock,0.011960292,0,0,0,0,0,0
moshi7b,0.011960292,0,0,0,0,0,0
morec,0.011960292,0,0,0,0,0,0
morarag,0.011960292,0,0,0,0,0,0
mora,0.011960292,0,0,0,0,0,0
moonshootv18k,0.011960292,0,0,0,0,0,0
moonlight,0.011960292,0,0,0,0,0,0
monkey,0.011960292,0,0,0,0,0,0
momu,0.011960292,0,0,0,0,0,0
molmo72b0924,0.011960292,0,0,0,0,0,0
molmo,0.011960292,0,0,0,0,0,0
swallow70b,0.011960292,0,0,0,0,0,0
swahsa,0.011960292,0,0,0,0,0,0
svrag,0.011960292,0,0,0,0,0,0
svmof,0.011960292,0,0,0,0,0,0
svdllm,0.011960292,0,0,0,0,0,0
svbrdllm,0.011960292,0,0,0,0,0,0
svam,0.011960292,0,0,0,0,0,0
surveyx,0.011960292,0,0,0,0,0,0
surveygo,0.011960292,0,0,0,0,0,0
surprisereplay,0.011960292,0,0,0,0,0,0
sunsimiaoqwen27b,0.011960292,0,0,0,0,0,0
sumsurprise,0.011960292,0,0,0,0,0,0
summacconv,0.011960292,0,0,0,0,0,0
suhail14bpreview,0.011960292,0,0,0,0,0,0
mt5,0.011960292,0.152207002,0,0.514037169,12.7260274,0,42.97864769
msrbench,0.011960292,0,0,0,0,0,0
msp,0.011960292,0,0,0,0,0,0
msmarcominilml6v2,0.011960292,0,0,0,0,0,0
mpt7b,0.011960292,0,0,0,0,0,0
mpnets,0.011960292,0,0,0,0,0,0
mpnetbase,0.011960292,0,0,0,0,0,0
mplugowl37b241101,0.011960292,0,0,0,0,0,0
mplugdocowl2,0.011960292,0,0,0,0,0,0
mplugdocowl15,0.011960292,0,0,0,0,0,0
mpinetsfusion,0.011960292,0,0,0,0,0,0
mpa,0.011960292,0,0,0,0,0,0
motrv2,0.011960292,0,0,0,0,0,0
motr,0.011960292,0.0304414,0,0,2.545205479,0,0
multidepnet,0.011960292,0,0,0,0,0,0
mult,0.011960292,0,0,0,0,0,0
mugi,0.011960292,0,0,0,0,0,0
mufin,0.011960292,0,0,0,0,0,0
muduollm,0.011960292,0,0,0,0,0,0
mtmc,0.011960292,0,0,0,0,0,0
mtl,0.011960292,0,0,0,0,0,0
mthitzeneu,0.011960292,0,0,0,0,0,0
mtattack,0.011960292,0,0,0,0,0,0
mta,0.011960292,0,0,0,0,0,0
naiveagent,0.011960292,0,0,0,0,0,0
naive,0.011960292,0,0,0,0,0,0
nagphormer,0.011960292,0,0,0,0,0,0
naee,0.011960292,0,0,0,0,0,0
mynabolo,0.011960292,0,0,0,0,0,0
mxbailarge,0.011960292,0,0,0,0,0,0
mva,0.011960292,0,0,0,0,0,0
mupluslambdaes,0.011960292,0,0,0,0,0,0
multivariatetpe,0.011960292,0,0,0,0,0,0
multitask,0.011960292,0,0,0,0,0,0
multirefusalsclassifier,0.011960292,0,0,0,0,0,0
multimodalllama,0.011960292,0,0,0,0,0,0
multillm,0.011960292,0,0,0,0,0,0
multilinguale5large,0.011960292,0,0,0,0,0,0
naiverag,0.011960292,0,0,0,0,0,0
subgraphrag,0.011960292,0,0,0,0,0,0
ststnet,0.011960292,0,0,0,0,0,0
stssl,0.011960292,0,0,0,0,0,0
struq,0.011960292,0,0,0,0,0,0
structuralreasoning,0.011960292,0,0,0,0,0,0
structgpt,0.011960292,0,0,0,0,0,0
stride,0.011960292,0,0,0,0,0,0
streamomni8b,0.011960292,0,0,0,0,0,0
streamforest,0.011960292,0,0,0,0,0,0
stratifiedrandom,0.011960292,0,0,0,0,0,0
stp3,0.011960292,0,0,0,0,0,0
storm,0.011960292,0,0,0,0,0,0
stockfish17,0.011960292,0,0,0,0,0,0
sthkt,0.011960292,0,0,0,0,0,0
stgmamba,0.011960292,0,0,0,0,0,0
stepaudio2mini7b,0.011960292,0,0,0,0,0,0
stepaudio2,0.011960292,0,0,0,0,0,0
stellaen15bv5,0.011960292,0,0,0,0,0,0
stella,0.011960292,0,0,0,0,0,0
stcpruner,0.011960292,0,0,0,0,0,0
stccacher,0.011960292,0,0,0,0,0,0
stc,0.011960292,0,0,0,0,0,0
staticbayesian,0.011960292,0,0,0,0,0,0
statesmall,0.011960292,0,0,0,0,0,0
statese,0.011960292,0,0,0,0,0,0
statelessbaseline,0.011960292,0,0,0,0,0,0
state,0.011960292,0,0,0,0,0,0
starcoder27b,0.011960292,0,0,0,0,0,0
starcoder2,0.011960292,0.730593607,0.836070469,0,61.08493151,69.9038519,0
star8b,0.011960292,0,0,0,0,0,0
star06b,0.011960292,0,0,0,0,0,0
stanza,0.011960292,0,0,0,0,0,0
standardprompt,0.011960292,0,0,0,0,0,0
standardgpt,0.011960292,0,0,0,0,0,0
stablelm2zephyr16b,0.011960292,0,0,0,0,0,0
ssuwanda,0.011960292,0,0,0,0,0,0
ssusparsegpt,0.011960292,0,0,0,0,0,0
ssurand,0.011960292,0,0,0,0,0,0
ssumag,0.011960292,0,0,0,0,0,0
ssufim,0.011960292,0,0,0,0,0,0
sssnet,0.011960292,0,0,0,0,0,0
neglabel,0.011960292,0,0,0,0,0,0
nechov3,0.011960292,0,0,0,0,0,0
ndn,0.011960292,0,0,0,0,0,0
nceplrec,0.011960292,0,0,0,0,0,0
nbeats,0.011960292,0,0,0,0,0,0
nasvlm,0.011960292,0,0,0,0,0,0
nanov29b,0.011960292,0,0,0,0,0,0
nanov212b,0.011960292,0,0,0,0,0,0
nettack,0.011960292,0,0,0,0,0,0
netdetox,0.011960292,0,0,0,0,0,0
nesymres,0.011960292,0,0,0,0,0,0
nemotronsuper49b,0.011960292,0,0,0,0,0,0
nemotronsafety8b,0.011960292,0,0,0,0,0,0
nemotronmini4binstruct,0.011960292,0,0,0,0,0,0
nemotronmini4b,0.011960292,0,0,0,0,0,0
nemotronh8b,0.011960292,0,0,0,0,0,0
nemotron70b,0.011960292,0,0,0,0,0,0
nemotron49b,0.011960292,0,0,0,0,0,0
nemori,0.011960292,0,0,0,0,0,0
neldermead,0.011960292,0,0,0,0,0,0
negprompt,0.011960292,0,0,0,0,0,0
nllb33b,0.011960292,0,0,0,0,0,0
nllb,0.011960292,0,0,0,0,0,0
nl2htn,0.011960292,0,0,0,0,0,0
nhits,0.011960292,0.0304414,0,0,2.545205479,0,0
ngrammodel,0.011960292,0,0,0,0,0,0
ngame,0.011960292,0,0,0,0,0,0
nextomni7b,0.011960292,0,0,0,0,0,0
neutralad,0.011960292,0,0,0,0,0,0
neurojit,0.011960292,0,0,0,0,0,0
neuralmp,0.011960292,0,0,0,0,0,0
neuralgraphicalmodel,0.011960292,0,0,0,0,0,0
neuopt,0.011960292,0,0,0,0,0,0
neumf,0.011960292,0.0304414,0,0,2.545205479,0,0
ssrbmv,0.011960292,0,0,0,0,0,0
sslcls,0.011960292,0,0,0,0,0,0
ssit,0.011960292,0,0,0,0,0,0
ssbmodel,0.011960292,0,0,0,0,0,0
srnsm,0.011960292,0,0,0,0,0,0
srm,0.011960292,0,0,0,0,0,0
squeezellm,0.011960292,0,0,0,0,0,0
sqlr1,0.011960292,0,0,0,0,0,0
sqlo1,0.011960292,0,0,0,0,0,0
sqil,0.011960292,0,0,0,0,0,0
spsl,0.011960292,0,0,0,0,0,0
sprlnl,0.011960292,0,0,0,0,0,0
spring,0.011960292,0,0,0,0,0,0
nonp,0.011960292,0,0,0,0,0,0
nomicembedtextv2moe,0.011960292,0,0,0,0,0,0
nomad,0.011960292,0,0,0.039541321,0,0,3.306049822
nointervention,0.011960292,0,0,0,0,0,0
nofx,0.011960292,0,0,0,0,0,0
noft,0.011960292,0,0,0,0,0,0
nodp,0.011960292,0,0,0,0,0,0
nnunetrevisited,0.011960292,0,0,0,0,0,0
nnunet,0.011960292,0,0,0,0,0,0
nngpt,0.011960292,0,0,0,0,0,0
nmer,0.011960292,0,0,0,0,0,0
nlsr,0.011960292,0,0,0,0,0,0
nlora,0.011960292,0,0,0,0,0,0
bitnet100b,0.011960292,0,0,0,0,0,0
bitagent8b,0.011960292,0,0,0,0,0,0
bitagent,0.011960292,0,0,0,0,0,0
biomistral,0.011960292,0,0.268736936,0,0,22.46909525,0
nsformer,0.011960292,0,0,0,0,0,0
nsa,0.011960292,0,0,0,0,0,0
nrpagd,0.011960292,0,0,0,0,0,0
novamicro,0.011960292,0,0,0,0,0,0
novalitev1,0.011960292,0,0,0,0,0,0
novalite,0.011960292,0,0,0,0,0,0
nousresearch,0.011960292,0,0,0,0,0,0
noushermes2,0.011960292,0,0,0,0,0,0
notrans,0.011960292,0,0,0,0,0,0
normalabnormal,0.011960292,0,0,0,0,0,0
nonpersonalized,0.011960292,0,0,0,0,0,0
nvlmd72b,0.011960292,0,0,0,0,0,0
nvila15b,0.011960292,0,0,0,0,0,0
nspbert,0.011960292,0,0,0,0,0,0
nsm,0.011960292,0,0,0,0,0,0
blended,0.011960292,0,0,0,0,0,0
bitnetb158,0.011960292,0,0.02985966,0,0,2.496566139,0
bitnet7b,0.011960292,0,0,0,0,0,0
bitnet700m,0.011960292,0,0,0,0,0,0
bitnet30b,0.011960292,0,0,0,0,0,0
bitnet2b4t,0.011960292,0,0,0,0,0,0
bitnet125m,0.011960292,0,0,0,0,0,0
ocsort,0.011960292,0,0,0,0,0,0
oasstrm69b,0.011960292,0,0,0,0,0,0
oak,0.011960292,0,0,0,0,0,0
oadpromoter,0.011960292,0,0,0,0,0,0
o4minilow,0.011960292,0,0,0,0,0,0
o4minihigh,0.011960292,0,0,0,0,0,0
o4mini20250416,0.011960292,0,0,0,0,0,0
o3minilow,0.011960292,0,0,0,0,0,0
o3medium,0.011960292,0,0,0,0,0,0
o3low,0.011960292,0,0,0,0,0,0
o3high,0.011960292,0,0,0,0,0,0
o1pruner,0.011960292,0,0,0,0,0,0
o1medium,0.011960292,0,0,0,0,0,0
o1low,0.011960292,0,0,0,0,0,0
nxcodecq,0.011960292,0,0,0,0,0,0
omnigen,0.011960292,0,0,0,0,0,0
omnidrive,0.011960292,0,0,0,0,0,0
omla,0.011960292,0,0,0,0,0,0
omgllava,0.011960292,0,0,0,0,0,0
omegafold,0.011960292,0,0,0,0,0,0
olsregression,0.011960292,0,0,0,0,0,0
olora,0.011960292,0,0,0,0,0,0
olmoe1b7b,0.011960292,0,0,0,0,0,0
olmo7binstruct,0.011960292,0,0,0,0,0,0
olmo213b,0.011960292,0,0,0,0,0,0
olmo,0.011960292,0,0.119438638,0,0,9.986264557,0
oliera,0.011960292,0,0,0,0,0,0
offapexnet,0.011960292,0,0,0,0,0,0
odin,0.011960292,0,0,0,0,0,0
bilstm,0.011960292,0.0304414,0.02985966,0,2.545205479,2.496566139,0
billm,0.011960292,0,0,0,0,0,0
onellm7b,0.011960292,0,0,0,0,0,0
